,Unnamed: 0,numChapter,Chapter,numSubChapter,subChapter,Type,numSubTitle,subTitle,content,Ref,PMI_content,PMI_chapter,PMI_subtitle
58,58,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.9 Decision making,11.5.2,decision making decisionmaking techniques used select risk response strategy include limited multicriteria decision analysis described section one risk response strategies may consideration decisionmaking techniques help prioritize risk response strategies multicriteria decision analysis uses decision matrix provide systematic approach establishing key decision criteria evaluating ranking alternatives selecting preferred option criteria risk response selection may include limited cost response likely effectiveness response changing probability andor impact resource availability timing constraints urgency proximity dormancy level impact risk occurs effect response related risks introduction secondary risks etc different strategies may selected later project original choice proves ineffective pl risk sponses outputs,['Section 8.1.2.4)'],response selection set potential responses risks addressed established decisionsupport techniques may need applied select best possible subset responses selection process take account cost responses impact project objectives uncertainty outcomes possible secondary residual risks identify risks perform quantitative risk analysis plan risk responses processes may need applied resultant project management plan residual secondary risks would entail iterative approach continues individual risks deemed acceptable overall risk within predeﬁ ned threshold action planning,CHAPTER 8  -  PLAN RISK RESPONSES,8.4.2 Response Selection
59,59,11.5,11.5 PLAN RISK RESPONSES,11.5.3,11.5 PLAN RISK RESPONSES OUTPUTS,OUTPUTS,11.5.3.1 Change requests,11.5.3,chang e requests described section planned risk responses may result change request cost schedule baselines components project management plan change requests processed review disposition perform integrated change control process section,['Section 4.3.3.4.'],add corresponding risk responses project management plan developing detailed set risk responses projectrelated implications evaluated inclusion modiﬁ ed project management plan include costs resource assignments scheduling details changes project documentation changes formally approved along additional risks may carry risk response planning cannot considered complete review document predicted exposure,CHAPTER 8  -  PLAN RISK RESPONSES,8.5.2 Add Corresponding Risk Responses to the Project Management Plan
60,60,11.5,11.5 PLAN RISK RESPONSES,11.5.3,11.5 PLAN RISK RESPONSES OUTPUTS,OUTPUTS,11.5.3.2 Project management plan updates,11.5.3,project managem ent plan upda tes change project management plan goes organizations change control process via change request components may require change request project management plan include limited uuschedule management plan described section changes schedule management plan changes resource loading leveling updates schedule strategy incorporated uucost management plan described section changes cost management plan changes cost accounting tracking reports well updates budget strategy contingency reserves consumed incorporated uuquality management plan described section changes quality management plan changes approaches meeting requirements quality management approaches quality control processes incorporated uuresource management plan described section changes resource management plan changes resource allocation well updates resource strategy incorporated uuprocurement management plan described section changes procurement management plan alterations makeorbuy decision contract types incorporated uuscope baseline described section changes scope baseline incorporated response approved changes scope may arise agreedupon risk responses uuschedule baseline described section changes schedule baseline incorporated response approved changes schedule estimates may arise agreedupon risk responses uucost baseline described section changes cost baseline incorporated response approved changes cost estimates may arise agreedupon risk responses part guide,"['Section 6.1.3.1.', 'Section 7.1.3.1.', 'Section 8.1.3.1.', 'Section 9.1.3.1.', 'Section 12.1.3.1', 'Section 5.4.3.1.', 'Section 6.5.3.1.', 'Section 7.3.3.1.']",planning sessions planning sessions recommended order build common understanding projects risk approach project stakeholders gain agreement techniques used managing risk elaboration risk management plan often serves develop effective means team work together since similar consultative team approach used subsequent stages risk management process participants include project manager selected project team members stakeholders members broader organization responsibility risk subject matter experts facilitators needed point initial risk responsibilities methodology templates terms deﬁ nitions time schedules cost budgets project risk management processes assigned accepted speciﬁ cation tools used subsequent processes include parameters inputs required ensure applicability speciﬁ c project documented risk management plan formally approved principal deliverable plan risk management process chapter plan risk management templates,CHAPTER 4  -  PLAN RISK MANAGEMENT,4.3.1 Planning Sessions
61,61,11.5,11.5 PLAN RISK RESPONSES,11.5.3,11.5 PLAN RISK RESPONSES OUTPUTS,OUTPUTS,11.5.3.3 Project documents updates,11.5.3,project docum ents upda tes project documents may updated result carrying process include limited uuassumption log described section plan risk responses process new assumptions may made new constraints may identiﬁed existing assumptions constraints may revisited changed assumption log updated new information uucost forecasts described section cost forecasts may change result planned risk responses uulessons learned register described section lessons learned register updated information risk responses may useful future phases project future projects uuproject schedule described section activities relating agreedupon risk responses may added project schedule uuproject team assignments described section responses conﬁrmed necessary resources allocated action associated risk response plan resources include suitably qualiﬁed experienced personnel execute agreedupon action usually within project team speciﬁc budget time allowance action required technical resources complete action uurisk register described section risk register updated appropriate risk responses chosen agreed upon updates risk register may include limited u nagreedupon response strategies u nspeciﬁc actions implement chosen response strategy u ntrigger conditions symptoms warning signs risk occurrence u nbudget schedule activities required implement chosen responses u ncontingency plans risk triggers call execution u nfallback plans use risk occurred primary response proves inadequate u nresidual risks expected remain planned responses taken well deliberately accepted u nsecondary risks arise direct outcome implementing risk response uurisk report described section risk report may updated present agreedupon responses current overall project risk exposure highpriority risks together expected changes may expected result implementing responses part guideproper attention implement risk responses process ensure agreedupon risk responses actually executed common problem project risk management project teams spend effort identifying analyzing risks developing risk responses risk responses agreed upon documented risk register risk report action taken manage risk risk owners give required level effort implementing agreedupon responses overall risk exposure project individual threats opportunities managed proactively implem ent risk sponses inputs,"['Section 4.1.3.2.', 'Section 7.4.3.2.', 'Section 4.4.3.1.', 'Section 6.5.3.2.', 'Section 9.3.3.2.', 'Section 11.2.3.1', 'Section 11.2.3.2']",purpose objectives plan risk responses process objective plan risk responses process determine set actions enhance chances project success complying applicable organizational project constraints risks identiﬁ ed analyzed prioritized plans developed addressing every risk project team considers sufﬁ ciently important either threat poses project objectives opportunity offers planning entails agreeing upon actions taken potential changes budget schedule resources scope actions might cause contingent risk response actions need executed optimum time reason response speciﬁ cation risk include description corresponding trigger conditions responsibility monitoring project conditions implementing corresponding actions clearly assigned every risk allocated risk owner part identify risks process corresponding risk responses assigned speciﬁ c risk action owner risk owner responsible ensuring risk response effective planning additional risk responses required whereas risk action owner responsible ensuring agreedupon risk responses carried planned timely manner role risk owner risk action owner may assigned single person responses implemented potential effects project objectives generate additional risks known secondary risks analyzed planned way risks initially identiﬁ ed never feasible even desirable eliminate threats project similarly also limit extent opportunities proactively managed may residual risks remain responses implemented residual risks clearly identiﬁ ed analyzed documented communicated relevant stakeholders chapter plan risk responses approved unconditional actions arising risk response planning integrated project management plan order ensure carried part normal project implementation corresponding organizational project management rules also invoked including following project change management conﬁ guration control x project planning budgeting scheduling x resource management x project communication planning x critical success factors plan risk responses process,CHAPTER 8  -  PLAN RISK RESPONSES,8.1 Purpose and Objectives of the Plan Risk Responses Process
62,62,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.1,11.6 IMPLEMENT RISK RESPONSES INPUTS,INPUTS,11.6.1.1 Project management plan,11.6.1,project managem ent plan described section project management plan components include limited risk management plan described section risk management plan lists roles responsibilities project team members stakeholders risk management information used allocating owners agreedupon risk responses risk management plan also deﬁnes level detail risk management methodology project also speciﬁes risk thresholds project based risk appetite key stakeholders deﬁne acceptable target implementation risk responses required achieve,"['Section 4.2.3.1.', 'Section 11.1.3.1']",documenting results plan risk management process results risk management planning documented risk management plan plan serves provide project stakeholders common view riskrelated activities project handled agreed upon description stakeholders involvement responsibilities activities overview key areas focus given figure figure key areas focus plan risk management process depending upon size complexity project following elements present risk management plan introduction project description risk management methodology risk management organization roles responsibilities authority stakeholder risk tolerance criteria success risk management tools guidelines use thresholds corresponding deﬁ nitions templates communications plan strategy risk breakdown structure chapter,CHAPTER 4  -  PLAN RISK MANAGEMENT,4.4 Documenting the Results of the Plan Risk Management Process
63,63,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.1,11.6 IMPLEMENT RISK RESPONSES INPUTS,INPUTS,11.6.1.2 Project documents,11.6.1,project docum ents project documents considered inputs process include limited uulessons learned register described section lessons learned earlier project regard implementing risk responses applied later phases project improve effectiveness process uurisk register described section risk register records agreedupon risk responses individual risk nominated owners response plan uurisk report described section risk report includes assessment current overall project risk exposure well agreedupon risk response strategy also describes major individual project risks planned responses,"['Section 4.4.3.1.', 'Section 11.2.3.1', 'Section 11.2.3.2']",document results perform qualitative risk analysis process perform qualitative risk analysis process adds structure list undifferentiated risks see identify risks chapter categories priority priorities usually based risks probability occurring potential impact speciﬁ c project objectives whole project identiﬁ ed risk assigned priority perhaps objective entire project information usually stored risk register easy use update new information risk register list prioritized risks posted project participants responsible analysis action improve project plan risks judged high priority segregated analysis response planning generally monitored frequently risks low priority project may placed watch list reviewed less often changes status chapter,CHAPTER 6  -  PERFORM QUALITATIVE RISK ANALYSIS,6.3.6 Document the Results of the Perform Qualitative Risk Analysis Process
64,64,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.1,11.6 IMPLEMENT RISK RESPONSES INPUTS,INPUTS,11.6.1.3 Organizational process assets,11.6.1,organizational proce ss asse ts organizational process assets inﬂuence implement risk responses process include limited lessons learned repository similar completed projects indicate effectiveness particular risk responses implem ent risk sponses ls tec hniques,[],tracking trigger conditions trigger conditions corresponding metrics deﬁ ned plan risk responses process tools required evaluate track conditions project baseline speciﬁ ed thresholds based actual status chosen provide information risks related deliverables performance well projectrelated features time cost tracking overall risk,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.3.2 Tracking Trigger Conditions
65,65,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.2,11.6 IMPLEMENT RISK RESPONSES Tools and Techniques,Tools and Techniques,11.6.2.1 Expert judgment,11.6.2,exper judgment described section expertise considered individuals groups specialized knowledge validate modify risk responses necessary decide implement efﬁcient effective manner,['Section 4.1.2.1.'],collect analyze data assessment individual risks based information collected therefore data collection evaluation tools including interviews workshops references databases prior projects require management support attention important protect bias data gathering important relying expert judgment information prioritize risks probability impact speciﬁ c objectives,CHAPTER 6  -  PERFORM QUALITATIVE RISK ANALYSIS,6.3.2 Collect and Analyze Data
66,66,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.2,11.6 IMPLEMENT RISK RESPONSES Tools and Techniques,Tools and Techniques,11.6.2.2 Interpersonal and team skills,11.6.2,int erpersonal team kills interpersonal team skills used process include limited inﬂuencing risk response actions may owned people outside immediate project team competing demands project manager person responsible facilitating risk process may need exercise inﬂuencing see section encourage nominated risk owners take necessary action required,['Section 9.5.2.1)'],clearly deﬁ ne riskrelated roles responsibilities risk response success dependent upon full support involvement project team stakeholders key roles project risk management risk owner risk action owner single risk owner assigned every identiﬁ ed risk agreedupon risk response single risk action owner people corresponding responsibilities aware expected project stakeholders understand accept needs authority roles management may take ownership risks political organizational causes addition senior management approve track associated riskrelated contingency reserves specify timing risk responses,CHAPTER 8  -  PLAN RISK RESPONSES,8.2.2 Clearly Deﬁ ne Risk-Related Roles and Responsibilities
67,67,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.2,11.6 IMPLEMENT RISK RESPONSES Tools and Techniques,Tools and Techniques,11.6.2.3 Project management information system,11.6.2,project managem ent informa tion sy stem pmis described section project management information systems include schedule resource cost software ensure agreedupon risk response plans associated activities integrated project alongside project activities implem ent risk sponses outputs,['Section 4.3.2.2.'],tracking trigger conditions trigger conditions corresponding metrics deﬁ ned plan risk responses process tools required evaluate track conditions project baseline speciﬁ ed thresholds based actual status chosen provide information risks related deliverables performance well projectrelated features time cost tracking overall risk,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.3.2 Tracking Trigger Conditions
68,68,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.3,11.6 IMPLEMENT RISK RESPONSES OUTPUTS,OUTPUTS,11.6.3.1 Change requests,11.6.3,chang e requests described section implementation risk responses may result change request cost schedule baselines components project management plan change requests processed review disposition perform integrated change control process section part guide,"['Section 4.3.3.4.', 'Section 4.6).452']",add corresponding risk responses project management plan developing detailed set risk responses projectrelated implications evaluated inclusion modiﬁ ed project management plan include costs resource assignments scheduling details changes project documentation changes formally approved along additional risks may carry risk response planning cannot considered complete review document predicted exposure,CHAPTER 8  -  PLAN RISK RESPONSES,8.5.2 Add Corresponding Risk Responses to the Project Management Plan
69,69,11.6,11.6 IMPLEMENT RISK RESPONSES,11.6.3,11.6 IMPLEMENT RISK RESPONSES OUTPUTS,OUTPUTS,11.6.3.2 Project documents updates,11.6.3,project docum ents upda tes project documents may updated result carrying process include limited uuissue log described section issues identiﬁed part implement risk responses process recorded issue log uulessons learned register described section lessons learned register updated information challenges encountered implementing risk responses could avoided well approaches worked well implementing risk responses uuproject team assignments described section risk responses conﬁrmed necessary resources allocated action associated risk response plan resources include suitably qualiﬁed experienced personnel execute agreedupon action usually within project team speciﬁc budget time allowance action required technical resources complete action uurisk register described section risk register may updated reﬂect changes previously agreedupon risk responses individual project risks subsequently made result implement risk responses process uurisk report described section risk report may updated reﬂect changes previously agreedupon risk response overall project risk exposure subsequently made result implement risk responses process monitor risks inpu ts,"['Section 4.3.3.3.', 'Section 4.4.3.1.', 'Section 9.3.3.2.', 'Section 11.2.3.1', 'Section 11.2.3.2']",purpose objectives identify risks process risk cannot managed unless ﬁ rst identiﬁ ed consequently risk management planning completed ﬁ rst process iterative project risk management process aims identify knowable risks project objectives however impossible identify risks outset project time level project risk exposure changes result decisions actions taken previously project internal change externally imposed change purpose risk identiﬁ cation identify risks maximum extent practicable fact risks unknowable emergent requires identify risk process iterative repeating identify risks process ﬁ nd new risks become knowable since previous iteration process risk ﬁ rst identiﬁ ed potential responses may also identiﬁ ed time recorded identify risks process considered immediate action action appropriate responses implemented immediately considered plan risk responses process critical success factors identify risks process,CHAPTER 5  -  IDENTIFY RISKS,5.1 Purpose and Objectives of the Identify Risks Process
70,70,11.7,11.7 MONITOR RISKS,11.7.1,11.7 MONITOR RISKS INPUTS,INPUTS,11.7.1.1 Project management plan,11.7.1,project managem ent plan described section project management plan components include limited risk management plan described section risk management plan provides guidance risks reviewed policies procedures followed roles responsibilities monitoring process reporting formats,"['Section 4.2.3.1.', 'Section 11.3.1.1']",documenting results plan risk management process results risk management planning documented risk management plan plan serves provide project stakeholders common view riskrelated activities project handled agreed upon description stakeholders involvement responsibilities activities overview key areas focus given figure figure key areas focus plan risk management process depending upon size complexity project following elements present risk management plan introduction project description risk management methodology risk management organization roles responsibilities authority stakeholder risk tolerance criteria success risk management tools guidelines use thresholds corresponding deﬁ nitions templates communications plan strategy risk breakdown structure chapter,CHAPTER 4  -  PLAN RISK MANAGEMENT,4.4 Documenting the Results of the Plan Risk Management Process
71,71,11.7,11.7 MONITOR RISKS,11.7.1,11.7 MONITOR RISKS INPUTS,INPUTS,11.7.1.2 Project documents,11.7.1,project docum ents project documents considered inputs process include limited uuissue log described section issue log used see open issues updated necessitate update risk register uulessons learned register described section riskrelated lessons earlier project applied later phases project uurisk register described section risk register key inputs include identiﬁed individual project risks risk owners agreedupon risk responses speciﬁc implementation actions may also provide details including control actions assessing effectiveness response plans symptoms warning signs risk residual secondary risks watch list lowpriority risks uurisk report described section risk report includes assessment current overall project risk exposure well agreedupon risk response strategy also describes major individual risks planned responses risk owners part guide,"['Section 4.3.3.3.', 'Section 4.4.3.1.', 'Section 11.2.3.1', 'Section 11.2.3.2']",document results perform qualitative risk analysis process perform qualitative risk analysis process adds structure list undifferentiated risks see identify risks chapter categories priority priorities usually based risks probability occurring potential impact speciﬁ c project objectives whole project identiﬁ ed risk assigned priority perhaps objective entire project information usually stored risk register easy use update new information risk register list prioritized risks posted project participants responsible analysis action improve project plan risks judged high priority segregated analysis response planning generally monitored frequently risks low priority project may placed watch list reviewed less often changes status chapter,CHAPTER 6  -  PERFORM QUALITATIVE RISK ANALYSIS,6.3.6 Document the Results of the Perform Qualitative Risk Analysis Process
72,72,11.7,11.7 MONITOR RISKS,11.7.1,11.7 MONITOR RISKS INPUTS,INPUTS,11.7.1.3 Work performance data,11.7.1,work perf orm ance data described section work performance data contains data project status risk responses implemented risks occurred risks active closed,['Section 4.3.3.2.'],add corresponding risk responses project management plan developing detailed set risk responses projectrelated implications evaluated inclusion modiﬁ ed project management plan include costs resource assignments scheduling details changes project documentation changes formally approved along additional risks may carry risk response planning cannot considered complete review document predicted exposure,CHAPTER 8  -  PLAN RISK RESPONSES,8.5.2 Add Corresponding Risk Responses to the Project Management Plan
73,73,11.7,11.7 MONITOR RISKS,11.7.1,11.7 MONITOR RISKS INPUTS,INPUTS,11.7.1.4 Work performance reports,11.7.1,work perf orm ance reports described section work performance reports provide information performance measurements analyzed provide project work performance information including variance analysis earned value data forecasting data information could relevant monitoring performancerelated risks monitor risks ls tec hniques,[],tracking trigger conditions trigger conditions corresponding metrics deﬁ ned plan risk responses process tools required evaluate track conditions project baseline speciﬁ ed thresholds based actual status chosen provide information risks related deliverables performance well projectrelated features time cost tracking overall risk,CHAPTER 9  -  MONITOR AND CONTROL RISKS,9.3.2 Tracking Trigger Conditions
74,74,11.7,11.7 MONITOR RISKS,11.7.2,11.7 MONITOR RISKS Tools and Techniques,Tools and Techniques,11.7.2.1 Data analysis,11.7.2,data analy sis data analysis techniques used process include limited uutechnical performance analysis technical performance analysis compares technical accomplishments project execution schedule technical achievement requires deﬁnition objective quantiﬁable measures technical performance used compare actual results targets technical performance measures may include weight transaction times number delivered defects storage capacity etc deviation indicate potential impact threats opportunities uureserve analysis described section throughout execution project individual project risks may occur positive negative impacts budget schedule contingency reserves reserve analysis compares amount contingency reserves remaining amount risk remaining time project order determine remaining reserve adequate may communicated using various graphical representations including burndown chart,['Section 7.2.2.6.'],documenting results perform quantitative risk analysis process contingency reserves calculated quantitative project cost schedule risk analysis incorporated respectively cost estimate schedule establish prudent target realistic expectation project contingency reserves may also established provide capture opportunities judged priorities project contingency reserve required exceeds time resources available changes project scope plan may result also results analysis may provide less urgency risk response see plan risk responses chapter depending probability achieving plans objectives amount contingency reserve required provide necessary level conﬁ dence results quantitative risk analysis recorded passed person andor group responsible project management within organization actions required make full use results chapter,CHAPTER 7  -  PERFORM QUANTITATIVE RISK ANALYSIS,7.4 Documenting the Results of the Perform Quantitative Risk Analysis Process
75,75,11.7,11.7 MONITOR RISKS,11.7.2,11.7 MONITOR RISKS Tools and Techniques,Tools and Techniques,11.7.2.2 Audits,11.7.2,audits described section risk audits type audit may used consider effectiveness risk management process project manager responsible ensuring risk audits performed appropriate frequency deﬁned projects risk management plan risk audits may included routine project review meetings may form part risk review meeting team may choose hold separate risk audit meetings format risk audit objectives clearly deﬁned audit conducted,['Section 8.2.2.5.'],planning sessions planning sessions recommended order build common understanding projects risk approach project stakeholders gain agreement techniques used managing risk elaboration risk management plan often serves develop effective means team work together since similar consultative team approach used subsequent stages risk management process participants include project manager selected project team members stakeholders members broader organization responsibility risk subject matter experts facilitators needed point initial risk responsibilities methodology templates terms deﬁ nitions time schedules cost budgets project risk management processes assigned accepted speciﬁ cation tools used subsequent processes include parameters inputs required ensure applicability speciﬁ c project documented risk management plan formally approved principal deliverable plan risk management process chapter plan risk management templates,CHAPTER 4  -  PLAN RISK MANAGEMENT,4.3.1 Planning Sessions
76,76,11.7,11.7 MONITOR RISKS,11.7.2,11.7 MONITOR RISKS Tools and Techniques,Tools and Techniques,11.7.2.3 Meetings,11.7.2,meetin gs meetings used process include limited risk reviews risk reviews scheduled regularly examine document effectiveness risk responses dealing overall project risk identiﬁed individual project risks risk reviews may also result identiﬁcation new individual project risks including secondary risks arise agreedupon risk responses reassessment current risks closing risks outdated issues arisen result risks occurred identiﬁcation lessons learned implementation ongoing phases current project similar projects future risk review may conducted part periodic project status meeting dedicated risk review meeting may held speciﬁed risk management plan monitor risks ou tputs,[],iterative process nature projects circumstances change planned executed amount information available risks usually increase time goes risks occur others new risks arise discovered characteristics already identiﬁ ed may change result project risk management processes repeated corresponding plans progressively elaborated throughout lifetime project ensure project risk management remains effective identiﬁ cation analysis risks revisited periodically progress risk response actions monitored action plans adjusted accordingly external circumstances change signiﬁ cantly may also necessary revisit risk management planning process development initial risk management plan risk assessment start process end frequency depth reviews updates depend nature project volatility environment project implemented timing project management reviews updates communication,CHAPTER 2  -  PRINCIPLES AND CONCEPTS,2.5 Iterative Process
77,77,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.1 Work performance information,11.7.3,work perf orm ance inf orma tion described section work performance information includes information project risk management performing comparing individual risks occurred expectation would occur information indicates effectiveness response planning response implementation processes,['Section 4.5.1.3.'],risks linked project objectives identiﬁ ed project risk relate least one project objective time cost quality scope etc noting pmbok guide deﬁ nes risk uncertain event condition occurs positive negative effect projects objectives consideration project objective identify risks process assist identifying risks noting risks may affect one objective complete risk statement,CHAPTER 5  -  IDENTIFY RISKS,5.2.7 Risks Linked to Project Objectives
78,78,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.2 Change requests,11.7.3,chang e requests described section monitor risks process may result change request cost schedule baselines components project management plan change requests processed review disposition perform integrated change control process section change requests include recommended corrective preventive actions address current level overall project risk address individual project risks,['Section 4.3.3.4.'],add corresponding risk responses project management plan developing detailed set risk responses projectrelated implications evaluated inclusion modiﬁ ed project management plan include costs resource assignments scheduling details changes project documentation changes formally approved along additional risks may carry risk response planning cannot considered complete review document predicted exposure,CHAPTER 8  -  PLAN RISK RESPONSES,8.5.2 Add Corresponding Risk Responses to the Project Management Plan
79,79,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.3 Project management plan updates,11.7.3,project managem ent plan upda tes change project management plan goes organizations change control process via change request may affect component project management plan part guide,[],templates order beneﬁ experience existing best practice risk management planning take account relevant existing templates work products risk status reports risk breakdown structures risk register decision made templates relevant project adapted included risk management plan documenting results plan risk management process,CHAPTER 4  -  PLAN RISK MANAGEMENT,4.3.2 Templates
80,80,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.4 Project documents updates,11.7.3,project docum ents upda tes project documents may updated result carrying process include limited uuassumption log described section monitor risks process new assumptions may made new constraints may identiﬁed existing assumptions constraints may revisited changed assumption log updated new information uuissue log described section issues identiﬁed part monitor risks process recorded issue log uulessons learned register described section lessons learned register updated riskrelated lessons learned risk reviews used later phases project future projects uurisk register described section risk register updated information individual project risks generated monitor risks process may include adding new risks updating outdated risks risks realized updating risk responses forth uurisk report described section new information becomes available monitor risks process risk report updated reﬂect current status major individual project risks current level overall project risk risk report may also include details top individual project risks agreedupon responses owners conclusions recommendations may also include conclusions risk audits effectiveness risk management process,"['Section 4.1.3.2.', 'Section 4.3.3.3.', 'Section 4.4.3.1.', 'Section 11.2.3.1', 'Section 11.2.3.2']",iterative process nature projects circumstances change planned executed amount information available risks usually increase time goes risks occur others new risks arise discovered characteristics already identiﬁ ed may change result project risk management processes repeated corresponding plans progressively elaborated throughout lifetime project ensure project risk management remains effective identiﬁ cation analysis risks revisited periodically progress risk response actions monitored action plans adjusted accordingly external circumstances change signiﬁ cantly may also necessary revisit risk management planning process development initial risk management plan risk assessment start process end frequency depth reviews updates depend nature project volatility environment project implemented timing project management reviews updates communication,CHAPTER 2  -  PRINCIPLES AND CONCEPTS,2.5 Iterative Process
81,81,11.7,11.7 MONITOR RISKS,11.7.3,11.7 MONITOR RISKS OUTPUTS,OUTPUTS,11.7.3.5 Organizational process assets updates,11.7.3,organizational proce ss asse ts upda tes organizational process assets updated result monitor risks process include limited uutemplates risk management plan risk register risk report uurisk breakdown structure,[],templates order beneﬁ experience existing best practice risk management planning take account relevant existing templates work products risk status reports risk breakdown structures risk register decision made templates relevant project adapted included risk management plan documenting results plan risk management process,CHAPTER 4  -  PLAN RISK MANAGEMENT,4.3.2 Templates
